HPO,Name,Base term frequency,Propagated frequency
HP:0001732,Abnormality of the pancreas,0.005016148,0.070352778
HP:0040202,Abnormal consumption behavior,0,0.070276088
HP:0001297,Stroke,0.06450505,0.069821954
HP:0001263,Global developmental delay,0.069573881,0.069593887
HP:0011297,Abnormal digit morphology,4.07E-05,0.069177097
HP:0025018,Abnormal capillary physiology,0,0.068795651
HP:0002778,Abnormal trachea morphology,0.065566697,0.068776312
HP:0030005,Capillary leak,0.068761641,0.068761641
HP:0030830,Crackles,0.068389531,0.068397533
HP:0031058,Impairment of activities of daily living,0,0.068177468
HP:0031064,Impaired continence,1.33E-06,0.068174801
HP:0006292,Abnormality of dental eruption,0.001194353,0.068109448
HP:0002817,Abnormality of the upper limb,0,0.068050764
HP:0007367,Atrophy/Degeneration affecting the central nervous system,0,0.067862042
HP:0031797,Clinical course,4.93E-05,0.067705329
HP:0100845,Anaphylactic shock,0.067024461,0.067024461
HP:0003394,Muscle spasm,0.066871083,0.066873083
HP:0000706,Unerupted tooth,0.000151378,0.066622342
HP:0011079,Impacted tooth,0.066550321,0.066551655
HP:0004295,Abnormality of the gastric mucosa,0,0.066214889
HP:0031364,Ecchymosis,0.066205553,0.066205553
HP:0000112,Nephropathy,0.066066178,0.066066178
HP:0000130,Abnormality of the uterus,0.000281416,0.066042838
HP:0011037,Decreased urine output,0.05919815,0.065806101
HP:0001508,Failure to thrive,0.065748084,0.065750085
HP:0012871,Varicocele,0.065516016,0.065516016
HP:0000539,Abnormality of refraction,1.33E-06,0.065199256
HP:0000613,Photophobia,0.064956517,0.064956517
HP:0007663,Reduced visual acuity,0.010197678,0.064695773
HP:0005263,Gastritis,0.064621752,0.064635756
HP:0012091,Abnormality of pancreas physiology,0,0.064612416
HP:0002829,Arthralgia,0.064493047,0.064493047
HP:0010535,Sleep apnea,0.048640365,0.063964891
HP:0011314,Abnormality of long bone morphology,6.67E-07,0.063868863
HP:0000011,Neurogenic bladder,0.063208668,0.063208668
HP:0000282,Facial edema,0.050187489,0.062753867
HP:0002248,Hematemesis,0.062677844,0.062677844
HP:0031105,Abnormal uterus morphology,1.33E-06,0.062536469
HP:0000805,Enuresis,0.053876578,0.062393093
HP:0025615,Abscess,0.06152217,0.06164954
HP:0003116,Abnormal echocardiogram,0.061499496,0.061512167
HP:0012700,Abnormal large intestine physiology,0,0.061347451
HP:0012732,Anorectal anomaly,0.009968277,0.061007351
HP:0100031,Neoplasm of the thyroid gland,0.000168716,0.060612568
HP:0100806,Sepsis,0.060551883,0.060555884
HP:0002890,Thyroid carcinoma,0.004634035,0.060504536
HP:0002037,Inflammation of the large intestine,0.04510132,0.060161101
HP:0025502,Overweight,0.060058404,0.060058404
HP:0002607,Bowel incontinence,0.050618283,0.059212821
HP:0030839,Knee pain,0.058842045,0.058843378
HP:0002031,Abnormal esophagus morphology,3.33E-06,0.058755352
HP:0002659,Increased susceptibility to fractures,0.000234069,0.058682664
HP:0001658,Myocardial infarction,0.058093157,0.058093157
HP:0002686,Prenatal maternal abnormality,2.00E-06,0.057784399
HP:0030126,Abnormality of the endometrium,6.67E-07,0.057683036
HP:0100006,Neoplasm of the central nervous system,0.000300755,0.057657028
HP:0002757,Recurrent fractures,0.020043253,0.057611681
HP:0012740,Papilloma,0.003048234,0.0571102
HP:0030127,Endometriosis,0.057004835,0.057004835
HP:0032158,Unusual infection by anatomical site,0,0.05682945
HP:0032260,Opportunistic bacterial infection,2.00E-06,0.056794107
HP:0001738,Exocrine pancreatic insufficiency,0.055667774,0.055667774
HP:0012092,Abnormality of exocrine pancreas physiology,0,0.055667774
HP:0030812,Enlarged tonsils,0.055316337,0.055316337
HP:0001739,Abnormal nasopharynx morphology,0,0.054732164
HP:0000371,Acute otitis media,0.054467419,0.054467419
HP:0011779,Anaplastic thyroid carcinoma,0.054410069,0.054410069
HP:0200043,Verrucae,0.054219346,0.054355386
HP:0002926,Abnormality of thyroid physiology,0.003582391,0.054053297
HP:0100256,Senile plaques,0.053937263,0.05393993
HP:0001671,Abnormal cardiac septum morphology,0.013055189,0.053828564
HP:0012513,Upper limb pain,0.02138965,0.052984982
HP:0030831,Rhonchi,0.052555521,0.052555521
HP:0032326,Methicillin-resistant Staphylococcus aureus infection,0.052465495,0.052465495
HP:0002063,Rigidity,0.052248097,0.052310116
HP:0030692,Brain neoplasm,0.050949714,0.051067082
HP:0000157,Abnormality of the tongue,0.000242738,0.050863022
HP:0003418,Back pain,0.047299302,0.050640956
HP:0000023,Inguinal hernia,0.050536258,0.050536258
HP:0032282,Contact dermatitis,0.050184821,0.050184821
HP:0002783,Recurrent lower respiratory tract infections,0.045410078,0.049805376
HP:0100633,Esophagitis,0.049560637,0.049619988
HP:0032148,Episodic pain,0.000803571,0.049242543
HP:0000572,Visual loss,0.049058489,0.049070492
HP:0002024,Malabsorption,0.027784872,0.048650368
HP:0030787,Cerumen abnormality,0,0.048646367
HP:0001051,Seborrheic dermatitis,0.04862436,0.04862436
HP:0001510,Growth delay,0.023712336,0.048208237
HP:0011443,Abnormality of coordination,0.000186722,0.047981504
HP:0002167,Neurological speech impairment,0.002961541,0.047960164
HP:0040083,Toe walking,0.047953496,0.047953496
HP:0030788,Impacted cerumen,0.047760105,0.047760105
HP:0001324,Muscle weakness,0.027748862,0.04745068
HP:0000646,Amblyopia,0.047115915,0.047115915
HP:0005120,Abnormal cardiac atrium morphology,0,0.046352356
HP:0031352,Chest tightness,0.046325682,0.046325682
HP:0000651,Diplopia,0.046214982,0.046214982
HP:0011514,Abnormality of binocular vision,0,0.046214982
HP:0410017,Otitis externa,0.045851541,0.045851541
HP:0100280,Crohn's disease,0.045848207,0.045848207
HP:0001962,Palpitations,0.045546785,0.045546785
HP:0100547,Abnormality of forebrain morphology,0,0.044936605
HP:0002574,Episodic abdominal pain,0.044861249,0.044861249
HP:0012387,Bronchitis,0.044495141,0.044853247
HP:0002060,Abnormal cerebral morphology,6.67E-07,0.044823238
HP:0003679,Pace of progression,6.67E-06,0.044665191
HP:0010920,Zonular cataract,0.043832278,0.044188384
HP:0100548,Exstrophy,0.04410836,0.044125032
HP:0000821,Hypothyroidism,0.043921638,0.04397232
HP:0011994,Abnormal atrial septum morphology,2.67E-06,0.043921638
HP:0001631,Atrial septal defect,0.035680538,0.043866289
HP:0002644,Abnormality of pelvic girdle bone morphology,0,0.04353219
HP:0000159,Abnormal lip morphology,6.74E-05,0.043466837
HP:0012210,Abnormal renal morphology,5.60E-05,0.043303456
HP:0004378,Abnormality of the anus,4.67E-06,0.043133405
HP:0100261,Abnormal tendon morphology,0,0.043123402
HP:0003330,Abnormal bone structure,1.00E-05,0.043104063
HP:0003272,Abnormality of the hip bone,2.00E-06,0.042642594
HP:0003076,Glycosuria,0.04250722,0.04250722
HP:0011016,Abnormality of urine glucose concentration,0,0.04250722
HP:0001695,Cardiac arrest,0.017205748,0.042432532
HP:0010972,Anemia of inadequate production,0.000117368,0.042134444
HP:0410323,Drug allergy,0.041970395,0.041970395
HP:0002540,Inability to walk,0.041885704,0.04188637
HP:0003270,Abdominal distention,0.03909688,0.041859696
HP:0003680,Nonprogressive,0.041346211,0.041346211
HP:0001347,Hyperreflexia,0.003536378,0.041158155
HP:0003084,Fractures of the long bones,0.000161381,0.041094136
HP:0100603,Toxemia of pregnancy,0.000419457,0.040537305
HP:0000967,Petechiae,0.040083171,0.040083171
HP:0009115,Aplasia/hypoplasia involving the skeleton,0,0.039905786
HP:0001373,Joint dislocation,0.039747072,0.039903118
HP:0002981,Abnormality of the calf,6.67E-07,0.039601029
HP:0031828,Abnormal superficial reflex,0,0.039586358
HP:0001788,Premature rupture of membranes,0.039578355,0.039578355
HP:0007256,Abnormal pyramidal sign,3.20E-05,0.039561017
HP:0003487,Babinski sign,0.039521005,0.039521005
HP:0002169,Clonus,0.039424977,0.039425644
HP:0000389,Chronic otitis media,0.039410973,0.039410973
HP:0030082,Abnormal drinking behavior,6.67E-07,0.039406972
HP:0001959,Polydipsia,0.039396969,0.039396969
HP:0030350,Erythematous papule,0.039384298,0.039384298
HP:0025285,Aggravated by,0.024295175,0.039362292
HP:0000005,Mode of inheritance,0.006033782,0.039317612
HP:0002870,Obstructive sleep apnea,0.039202244,0.039202244
HP:0001155,Abnormality of the hand,0.00062085,0.038901489
HP:0004789,Lactose intolerance,0.038664085,0.038664085
HP:0000035,Abnormal testis morphology,2.67E-06,0.038606068
HP:0000002,Abnormality of body height,6.67E-07,0.038598066
HP:0002919,Ketonuria,0.038579394,0.038579394
HP:0100007,Neoplasm of the peripheral nervous system,1.13E-05,0.038478031
HP:0000201,Pierre-Robin sequence,0.038464693,0.038464693
HP:0100602,Preeclampsia,0.038385336,0.038385336
HP:0002815,Abnormality of the knee,6.67E-07,0.038291309
HP:0000953,Hyperpigmentation of the skin,0.023040805,0.038070577
HP:0000719,Inappropriate behavior,0.037620444,0.037966546
HP:0011450,Unusual CNS infection,1.87E-05,0.037826505
HP:0100033,Tics,0.037771822,0.037787827
HP:0008065,Aplasia/Hypoplasia of the skin,6.67E-07,0.03772114
HP:0040325,Bull's eye rash,0.037625779,0.037625779
HP:0100742,Vascular neoplasm,5.74E-05,0.037313687
HP:0003028,Abnormality of the ankles,0,0.037273675
HP:0000481,Abnormal cornea morphology,5.94E-05,0.037241665
HP:0012085,Pyuria,0.037239665,0.037240999
HP:0100738,Abnormal eating behavior,7.34E-06,0.037238998
HP:0000722,Obsessive-compulsive behavior,0.037183648,0.037199653
HP:0001965,Abnormal scalp morphology,2.67E-06,0.037186316
HP:0000834,Abnormality of the adrenal glands,0.000435462,0.037072949
HP:0011004,Abnormal systemic arterial morphology,5.80E-05,0.037017599
HP:0025238,Foot pain,0.036823542,0.036823542
HP:0100037,Abnormality of the scalp hair,0,0.036774861
HP:0000123,Nephritis,0.001769856,0.036755522
HP:0000765,Abnormal thorax morphology,2.20E-05,0.03664949
HP:0001909,Leukemia,0.032612298,0.036630818
HP:0000036,Abnormality of the penis,1.53E-05,0.03661348
HP:0410008,Abnormality of the peripheral nervous system,0,0.036426091
HP:0000545,Myopia,0.036363406,0.03636674
HP:0002293,Alopecia of scalp,0.036314725,0.036314725
HP:0001596,Alopecia,0.035774565,0.036314725
HP:0011015,Abnormal blood glucose concentration,0,0.036258708
HP:0002270,Abnormality of the autonomic nervous system,5.33E-06,0.036147342
HP:0012379,Abnormal enzyme/coenzyme activity,0,0.036027974
HP:0001252,Muscular hypotonia,0.035946616,0.035991296
HP:0001931,Hypochromic anemia,0.000254075,0.035949951
HP:0001575,Mood changes,0.035896601,0.035896601
HP:0000712,Emotional lability,0.035896601,0.035896601
HP:0000720,Mood swings,0.035896601,0.035896601
HP:0001072,Thickened skin,0.003022226,0.035861925
HP:0001891,Iron deficiency anemia,0.035840585,0.035840585
HP:0025487,Abnormality of bladder morphology,0,0.035794571
HP:0030157,Flank pain,0.035678537,0.035678537
HP:0001287,Meningitis,0.034904308,0.034904308
HP:0000713,Agitation,0.034828286,0.034828286
HP:0012390,Anal fissure,0.034645565,0.034645565
HP:0011893,Abnormal leukocyte count,1.67E-05,0.034610222
HP:0000553,Abnormal uvea morphology,0,0.034531532
HP:0008373,Puberty and gonadal disorders,0,0.034311467
HP:0012330,Pyelonephritis,0.034225441,0.034225441
HP:0001386,Joint swelling,0.034215438,0.034215438
HP:0200035,Skin plaque,0.032385565,0.034157421
HP:0000957,Cafe-au-lait spot,0.033956028,0.033956028
HP:0001028,Hemangioma,0.033337179,0.033795981
HP:0000618,Blindness,0.033664609,0.033722626
HP:0000795,Abnormality of the urethra,4.00E-06,0.033690617
HP:0001973,Autoimmune thrombocytopenia,0.033510563,0.033510563
HP:3000033,Abnormal nasopharyngeal adenoid morphology,6.67E-07,0.033279829
HP:0001763,Pes planus,0.033049094,0.033073768
HP:0002683,Abnormality of the calvaria,0,0.032993077
HP:0031547,Abnormal QT interval,2.80E-05,0.032966403
HP:0010546,Muscle fibrillation,0.032726999,0.032947731
HP:0001657,Prolonged QT interval,0.032819693,0.03294573
HP:0031589,Suicidal ideation,0.032895715,0.032895715
HP:0031179,Nuchal rigidity,0.03272033,0.03272033
HP:0500005,Anal pain,0.032180171,0.032180171
HP:0030953,Conjunctival hyperemia,0.032095479,0.032095479
HP:0012547,Abnormal involuntary eye movements,1.27E-05,0.031943434
HP:0011368,Epidermal thickening,7.34E-06,0.031903422
HP:0000639,Nystagmus,0.031779386,0.031820731
HP:0001943,Hypoglycemia,0.03146796,0.031594664
HP:0032252,Granuloma,0.031569323,0.031571991
HP:0030840,Ankle pain,0.031412611,0.031412611
HP:0040257,Abnormal size of nasopharyngeal adenoids,0,0.031103186
HP:0040261,Increased size of nasopharyngeal adenoids,0.031103186,0.031103186
HP:0004395,Malnutrition,0.031029831,0.031029831
HP:0002648,Abnormality of calvarial morphology,1.60E-05,0.03083444
HP:0000546,Retinal degeneration,0.004872772,0.030611707
HP:0000769,Abnormality of the breast,6.67E-07,0.030465664
HP:0001713,Abnormal cardiac ventricle morphology,1.33E-06,0.030288278
HP:0001270,Motor delay,0.022708707,0.030262938
HP:0010609,Skin tags,0.030080217,0.030164909
HP:0025429,Abnormal cry,0.00041879,0.030110893
HP:0001637,Abnormal myocardium morphology,2.00E-06,0.030095555
HP:0031093,Abnormal breast morphology,1.33E-06,0.029926172
HP:0002977,Aplasia/Hypoplasia involving the central nervous system,0,0.029848148
HP:0001217,Clubbing,0.029723445,0.029724779
HP:0011732,Abnormality of adrenal morphology,0,0.029504714
HP:0031071,Abnormal endocrine morphology,0,0.029504714
HP:0007359,Focal-onset seizure,0.008945309,0.029483374
HP:0000995,Melanocytic nevus,0.029157278,0.029451365
HP:0100543,Cognitive impairment,0.01111595,0.029193288
HP:0003470,Paralysis,0.027312066,0.029130603
HP:0100000,Early onset of sexual maturation,0,0.029113932
HP:0030809,Abnormal tongue morphology,6.67E-07,0.029082589
HP:0100634,Neuroendocrine neoplasm,0.000244739,0.029045245
HP:0001167,Abnormality of finger,3.67E-05,0.02901657
HP:0000734,Disinhibition,0.000958283,0.028987894
HP:0002093,Respiratory insufficiency,0.004546009,0.028891199
HP:0010974,Abnormal myeloid leukocyte morphology,0,0.028891199
HP:0030962,Abnormal morphology of the great vessels,0,0.028869193
HP:0000606,Abnormality of the periorbital region,6.67E-07,0.028830515
HP:0001612,Weak cry,0.028801173,0.028801173
HP:0007364,Aplasia/Hypoplasia of the cerebrum,0,0.028764495
HP:0000142,Abnormal vagina morphology,6.67E-07,0.028744489
HP:0100710,Impulsivity,0.028653129,0.028653129
HP:0002665,Lymphoma,0.009240729,0.028625787
HP:0001662,Bradycardia,0.0285551,0.028557767
HP:0009815,Aplasia/hypoplasia of the extremities,4.67E-06,0.028539095
HP:0032064,Gastrointestinal eosinophilia,0.00415256,0.028468408
HP:0000360,Tinnitus,0.028399054,0.028401721
HP:0002666,Pheochromocytoma,0.000724881,0.028395053
HP:0005288,Abnormality of the nares,6.67E-07,0.028325699
HP:0004327,Abnormal vitreous humor morphology,0,0.02822967
HP:0100631,Neoplasm of the adrenal gland,0.000408121,0.028229004
HP:0033047,Body ache,0.028219001,0.028219001
HP:0011702,Abnormal electrophysiology of sinoatrial node origin,0,0.028203663
HP:0030236,Abnormality of muscle size,3.33E-06,0.028186324
HP:0001597,Abnormality of the nail,0.000898265,0.028106301
HP:0032153,Joint subluxation,0.022252572,0.027998936
HP:0200036,Skin nodule,0.000428793,0.027960258
HP:0001620,High pitched voice,0.02791291,0.02791291
HP:0410151,Eosinophilic infiltration of the esophagus,0.027801544,0.027801544
HP:0041235,Fractured hindlimb bone,0,0.027788874
HP:0006748,Adrenal pheochromocytoma,0.02775353,0.02775353
HP:0100642,Neoplasm of the adrenal medulla,0,0.02775353
HP:0100691,Abnormality of the curvature of the cornea,0,0.027676841
HP:0000826,Precocious puberty,0.025928991,0.027576144
HP:0007378,Neoplasm of the gastrointestinal tract,1.87E-05,0.027546802
HP:0010938,Abnormality of the external nose,2.80E-05,0.027538133
HP:0000483,Astigmatism,0.027443438,0.027450107
HP:0011146,Dialeptic seizure,4.00E-06,0.027436103
HP:0001911,Abnormal granulocyte morphology,0,0.027298062
HP:0010993,Abnormality of the cerebral subcortex,0,0.027232709
HP:0000998,Hypertrichosis,0.002850842,0.027202701
HP:0006579,Prolonged neonatal jaundice,0.027154019,0.027154019
HP:0002500,Abnormality of the cerebral white matter,0.000528823,0.027090667
HP:0009932,Single naris,0.027082665,0.027082665
HP:0002721,Immunodeficiency,0.026689216,0.027079331
HP:0006919,"Abnormal aggressive, impulsive or violent behavior",2.67E-06,0.027069328
HP:0011448,Ankle clonus,0.027034651,0.027034651
HP:0002878,Respiratory failure,0.026961296,0.026961296
HP:0004322,Short stature,0.026551175,0.026942624
HP:0001249,Intellectual disability,0.026679879,0.026816586
HP:0002836,Bladder exstrophy,0.026800582,0.026800582
HP:0032155,Abdominal cramps,0.026792579,0.026792579
HP:0002617,Dilatation,0.025249457,0.026791913
HP:0002788,Recurrent upper respiratory tract infections,0.008923969,0.026757236
HP:0025234,Parasomnia,0.003364994,0.026693217
HP:0000274,Small face,0.000287418,0.026663208
HP:0001645,Sudden cardiac death,0.026627864,0.026627864
HP:0002615,Hypotension,0.026575849,0.026616527
HP:0032076,Abnormal male urethral meatus morphology,0,0.02651383
HP:0000275,Narrow face,0.026489156,0.026489156
HP:0000137,Abnormality of the ovary,0.000343435,0.026430472
HP:0001336,Myoclonus,0.026141054,0.026247752
HP:0000429,Abnormality of the nasal alae,6.67E-07,0.02612705
HP:0000415,Abnormality of the choanae,0,0.026103042
HP:0001251,Ataxia,0.000150711,0.02606103
HP:0000453,Choanal atresia,0.000674866,0.026006347
HP:0004302,Functional motor deficit,0,0.025977672
